Trans. date,Post date,Description,Amount,Category
1/7/24,1/7/24,SAZ'S STATE HOUSE MILWAUKEE WI,$52.44,Restaurants
1/8/24,1/8/24,RIGHT AT SCHOOL 8552872466 IL,$154.00,Education
1/8/24,1/8/24,SP NOURISH NATURAL P 4142310955 WI,$129.97,Merchandise
1/9/24,1/9/24,5-365 FOOD SERVICE TROY MI,$4.07,Restaurants
1/9/24,1/9/24,LEGACY GYM MKE 262-989-6696 WI,$95.00,Travel/ Entertainment
1/10/24,1/10/24,MARQUETTE UNIVERSITY 8333000190 WI,$350.00,Services
1/10/24,1/10/24,VSI*TOSAREC ONLINE 414-773-2905 WIVSI*TOSAREC ONLINE,$82.25,Government Services
1/11/24,1/11/24,5-365 FOOD SERVICE TROY MI,$1.60,Restaurants
1/11/24,1/11/24,BP#6911929FALLS BP MENOMONEE FALWI,$1.59,Gasoline
1/11/24,1/11/24,EVERVET WAUWATOSA WI,$46.80,Services
1/11/24,1/11/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
1/11/24,1/11/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 6300,$76.59,Supermarkets
1/11/24,1/11/24,SQ *JOY ICE CREAM SOCI WAUWATOSA WI0002305843019115773686,$24.91,Supermarkets
1/13/24,1/13/24,DAVESHOTCHICKEN 2122600895 WIAPPLE PAY ENDING IN 7049,$39.54,Restaurants
1/14/24,1/14/24,2LEVY AT FISERV FORUM MILWAUKEE WI,$15.25,Restaurants
1/14/24,1/14/24,88NINE RADIO MILWAUKEE 4148927928 WI,$15.00,Services
1/14/24,1/14/24,PAYPAL *EXPRESSSCRI 888-221-1161 CA,$25.00,Merchandise
1/15/24,1/15/24,CHICK-FIL-A #04943 GLENDALE WI,$17.60,Restaurants
1/15/24,1/15/24,LEVY @ FISERV FORUM - CO MILWAUKEE WI,$16.20,Restaurants
1/15/24,1/15/24,LEVY @ FISERV FORUM - CO MILWAUKEE WI,$22.49,Restaurants
1/15/24,1/15/24,LOU MALNATIS PIZZERIA 2122600895 WI,$42.75,Restaurants
1/16/24,1/16/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 6300,$57.47,Supermarkets
1/17/24,1/17/24,SALON MARIE LLC HALES CORNERSWI,$34.00,Services
1/18/24,1/19/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
1/18/24,1/19/24,QUALITY HEATING AND SHEE BROOKFIELD WI,$79.65,Services
1/20/24,1/20/24,330 W WELLS GARAGE MILWAUKEE WI,$45.00,Services
1/20/24,1/20/24,8WISC CTR DIST MILWAUKEE WI,$12.47,Restaurants
1/20/24,1/20/24,8WISC CTR DIST MILWAUKEE WI,$12.47,Restaurants
1/20/24,1/20/24,8WISC CTR DIST MILWAUKEE WI,$38.64,Restaurants
1/20/24,1/20/24,8WISC CTR DIST MILWAUKEE WI,$38.64,Restaurants
1/20/24,1/20/24,PANERA BREAD #606249 O 855-372-6372 WIAPPLE PAY ENDING IN 70491043469274,$38.58,Restaurants
1/21/24,1/21/24,SQ *LOUP GOSQ.COM WIAPPLE PAY ENDING IN 70490001152921513604949796,$32.53,Restaurants
1/21/24,1/21/24,SQ *LOUP MILWAUKEE WI0002305843019160660270,$16.00,Restaurants
1/21/24,1/21/24,THE UPS STORE 5739 MILWAUKEE WI,$20.34,Services
1/22/24,1/22/24,SPECTRUM 855-707-7328 MORC484789180,$69.99,Services
1/23/24,1/23/24,5-365 FOOD SERVICE TROY MI,$4.70,Restaurants
1/23/24,1/23/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,$10.51,Services
1/23/24,1/23/24,RIGHT AT SCHOOL 8552872466 IL,$154.00,Education
1/24/24,1/24/24,PAYMENT - THANK YOU,"-$3,700.00",Payments and Credits
1/25/24,1/25/24,5-365 FOOD SERVICE TROY MI,$7.38,Restaurants
1/25/24,1/25/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
1/25/24,1/25/24,PAYPAL *ETHIQUE LTD 888-221-1161 CA,$48.71,Merchandise
1/25/24,1/25/24,PAYPAL *HULU 402-935-7733 CA,$8.62,Services
1/26/24,1/26/24,5-365 FOOD SERVICE TROY MI,$2.77,Restaurants
1/26/24,1/26/24,DAVES HOT CHICKEN 1096 MENOMONEE FALWI,$19.53,Restaurants
1/26/24,1/26/24,MED*FROEDTERT HEALTH I 800-803-8155 WI210651562,$36.42,Medical Services
1/26/24,1/26/24,MURFSFROZENCUSTARDONLINE BROOKFIELD WI,$33.25,Restaurants
1/27/24,1/27/24,COLECTIVO COFFEE ROAST 4142733747 WIAPPLE PAY ENDING IN 7049,$13.16,Supermarkets
1/27/24,1/27/24,SQ *HAPPY BUDDHA BOUTI WAUWATOSA WI0002305843019190034093,$31.76,Supermarkets
1/28/24,1/28/24,CAFE HOLLANDER W STATE 414-475-6771 WI,$28.37,Restaurants
1/28/24,1/28/24,LEVY @ FISERV FORUM - CO MILWAUKEE WI,$18.70,Restaurants
1/28/24,1/28/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 6300,$16.66,Supermarkets
1/28/24,1/28/24,SQ *BLACK TWIG BAKERY WAUWATOSA WI0002305843019197205146,$13.56,Merchandise
1/28/24,1/28/24,SQ *MILWAUKEE FARMERS GOSQ.COM WI0002305843019198286708,$31.50,Supermarkets
1/28/24,1/28/24,TST* LAKEFRONT BREWERY MILWAUKEE WI,$16.58,Restaurants
1/29/24,1/29/24,GILLES FROZEN CUSTARD MILWAUKEE WI,$23.25,Restaurants
1/30/24,1/30/24,5-365 FOOD SERVICE TROY MI,$2.59,Restaurants
1/30/24,1/30/24,ROCKY ROCOCO BLUEMOUND WAUWATOSA WI03029P,$15.93,Restaurants
1/30/24,1/30/24,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,$52.00,Services
1/31/24,1/31/24,5-365 FOOD SERVICE TROY MI,$2.61,Restaurants
2/1/24,2/1/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
2/1/24,2/1/24,OLD NAVY ON-LINE GROVEPORT OH,$48.15,Merchandise
2/1/24,2/1/24,PANERA BREAD #601548 O 414-831-7777 WIAPPLE PAY ENDING IN 70491049094411,$25.12,Restaurants
2/1/24,2/1/24,SQ *CREAM CITY SOAP CO WAUWATOSA WI0002305843019216817203,$23.83,Supermarkets
2/2/24,2/2/24,DINING TROY MI,$4.00,Restaurants
2/2/24,2/2/24,SENDIK'S WAUWATOSA WAUWATOSA WI,$31.20,Supermarkets
2/2/24,2/2/24,SQ *NADI PLATES (FOOD WAUWATOSA WI0002305843019223876428,$49.50,Travel/ Entertainment
2/2/24,2/2/24,TST* YO MAMA - WAUWATO WAUWATOSA WI00042815015849735205AA,$15.50,Restaurants
2/2/24,2/2/24,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,$104.00,Services
2/3/24,2/3/24,PAYPAL *WISCHUMANE 888-221-1161 CA,$25.00,Services
2/3/24,2/3/24,PP*LOVE YOUR FACE SKINCA WAUWATOSA WI,$141.00,Services
2/3/24,2/3/24,TST* LION'S TAIL BREWING WAUWATOSA WI,$14.92,Restaurants
2/3/24,2/3/24,VCO*MOUNT CARMEL LUTHE 414-771-1270 WI,$25.66,Services
2/4/24,2/4/24,ROCKYROCOCO 2122600895 WI,$21.27,Restaurants
2/4/24,2/4/24,SSA MILWAUKEE COUNTY ZOO MILWAUKEE WI,$39.09,Merchandise
2/4/24,2/4/24,TST* CRAFTY COW - WAUW 414-897-7453 WIAPPLE PAY ENDING IN 704900070729015869630397AA,$36.38,Restaurants
2/5/24,2/5/24,LEGACY GYM MKE 262-989-6696 WI,$250.00,Travel/ Entertainment
2/5/24,2/5/24,MICROSOFT G037602980 REDMOND WA,$13.24,Merchandise
2/5/24,2/5/24,TST* CRANKY ALS 414-258-5282 WI00020123015888525946AA,$12.00,Restaurants
2/6/24,2/6/24,5-365 FOOD SERVICE TROY MI,$4.00,Restaurants
2/6/24,2/6/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,$10.51,Services
2/6/24,2/6/24,RIGHT AT SCHOOL 8552872466 IL,$154.00,Education
2/6/24,2/6/24,UWM SCE 414-2273200 WI,"$1,023.40",Education
2/7/24,2/7/24,5-365 FOOD SERVICE TROY MI,$1.60,Restaurants
2/8/24,2/8/24,GS WISCONSIN SOUTHEAST 800-565-4475 WI,$5.00,Services
2/8/24,2/8/24,RAY'S WINE AND SPIRITS WAUWATOSA WI,$39.74,Merchandise
2/9/24,2/9/24,5-365 FOOD SERVICE TROY MI,$1.28,Restaurants
2/9/24,2/9/24,GILLES FROZEN CUSTARD MILWAUKEE WI,$43.42,Restaurants
2/9/24,2/9/24,LEGACY GYM MKE 262-989-6696 WI,$95.00,Travel/ Entertainment
2/9/24,2/9/24,SQ *STONE CREEK COFFEE WAUWATOSA WI0002305843019258136606,$14.00,Restaurants
2/10/24,2/10/24,5-365 FOOD SERVICE TROY MI,$4.00,Restaurants
2/10/24,2/10/24,METCALFE MARKET TOSA WAUWATOSA WI,$112.39,Supermarkets
2/11/24,2/11/24,RAYS WINE AND SPIRITS 414-2589821 WI,$45.88,Merchandise
2/11/24,2/11/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 6300,$5.80,Supermarkets
2/12/24,2/12/24,FIDDLEHEADS COFFEE ROAST WAUWATOSA WI,$29.38,Restaurants
2/12/24,2/12/24,NIC*VEHICLEREGRENEW 608-266-7587 WI,$117.70,Government Services
2/13/24,2/13/24,5-365 FOOD SERVICE TROY MI,$2.19,Restaurants
2/13/24,2/13/24,CULVERS BROOKFIELD 2 OLO 232-781-6610 WI,$25.58,Restaurants
2/14/24,2/14/24,5-365 FOOD SERVICE TROY MI,$3.54,Restaurants
2/14/24,2/14/24,MED*FROEDTERT HEALTH I 800-803-8155 WI216884919,$193.72,Medical Services
2/14/24,2/14/24,ORDER.NOODLES.COM 2122600895 COAPPLE PAY ENDING IN 6966,$30.99,Restaurants
2/15/24,2/15/24,5-365 FOOD SERVICE TROY MI,$4.00,Restaurants
2/15/24,2/15/24,88NINE RADIO MILWAUKEE 4148927928 WI,$15.00,Services
2/15/24,2/15/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
2/15/24,2/15/24,TST* MISS MOLLYS CAFE 414-249-5665 WIAPPLE PAY ENDING IN 704900037390016055439023AA,$19.74,Restaurants
2/17/24,2/17/24,PAYPAL *EXPRESSSCRI 888-221-1161 CA,$11.69,Merchandise
2/17/24,2/17/24,TST* BB'S ON NORTH WAUWATOSA WI,$62.11,Restaurants
2/17/24,2/19/24,METCALFE MARKET TOSA WAUWATOSA WIAPPLE PAY ENDING IN 6300,$101.24,Supermarkets
2/18/24,2/19/24,RAY'S WINE AND SPIRITS WAUWATOSA WIAPPLE PAY ENDING IN 6300,$17.98,Merchandise
2/18/24,2/19/24,TST* MIDTOWN GRILL 414-837-6400 WIAPPLE PAY ENDING IN 704900039277016093834050AA,$44.06,Restaurants
2/19/24,2/19/24,FULL SERVICE CAR WASH #5 WAUWATOSA WI,$15.87,Automotive
2/19/24,2/19/24,GILLES FROZEN CUSTARD MILWAUKEE WI,$16.87,Restaurants
2/19/24,2/19/24,RIGHT AT SCHOOL 8552872466 IL,$154.00,Education
2/20/24,2/20/24,TST* MIDTOWN GRILL 414-837-6400 WIAPPLE PAY ENDING IN 704900039277016134298916AA,$14.69,Restaurants
2/21/24,2/21/24,SALON MARIE LLC HALES CORNERSWI,$34.00,Services
2/21/24,2/21/24,ZOOLOGICAL SOCIETY OF MI MILWAUKEE WI,$330.00,Services
2/22/24,2/22/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
2/22/24,2/22/24,PAYMENT - THANK YOU,"-$4,170.00",Payments and Credits
2/22/24,2/22/24,SPECTRUM 855-707-7328 MORC547040300,$71.99,Services
2/23/24,2/23/24,5-365 FOOD SERVICE TROY MI,$3.89,Restaurants
2/23/24,2/23/24,COLECTIVO COFFEE ROAST 4142733747 WIAPPLE PAY ENDING IN 7049,$9.18,Supermarkets
2/24/24,2/24/24,5-365 FOOD SERVICE TROY MI,$4.50,Restaurants
2/24/24,2/24/24,METCALFE MARKET TOSA WAUWATOSA WI,$83.30,Supermarkets
2/24/24,2/24/24,PY *KETTLE RANGE MEAT CO MILWAUKEE WI,$65.80,Supermarkets
2/24/24,2/24/24,TST* GOOD CITY BREWING - WAUWATOSA WI,$45.95,Restaurants
2/25/24,2/25/24,DISCOVERY WORLD 4147651977 WI,$251.00,Services
2/25/24,2/25/24,PAYPAL *HULU 402-935-7733 CA,$8.62,Services
2/26/24,2/26/24,PAYPAL *CHEWY INC 402-935-7733 CA,$26.45,Merchandise
2/26/24,2/26/24,PAYPAL *CHEWY INC 402-935-7733 CA,$93.16,Merchandise
2/26/24,2/26/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 6300,$11.17,Supermarkets
2/27/24,2/27/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,$10.51,Services
2/27/24,2/27/24,COLECTIVO COFFEE ROAST 4142733747 WIAPPLE PAY ENDING IN 7049,$17.14,Supermarkets
2/28/24,2/28/24,ORDER.NOODLES.COM 2122600895 COAPPLE PAY ENDING IN 6966,$37.03,Restaurants
2/28/24,2/28/24,PAYPAL *MEDIUM.COM 402-935-7733 CA,$50.00,Merchandise
2/28/24,2/28/24,SP THE REAL GOOD LIFE 2624215751 WI,$72.05,Restaurants
2/29/24,2/29/24,IN *BRAVAN LLC MILWAUKEE WIASILIBDL,$280.00,Services
2/29/24,2/29/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
2/29/24,2/29/24,TST* MIDTOWN GRILL WAUWATOSA WI00039277016297379057AA,$29.48,Restaurants
3/1/24,3/1/24,AR BROOKFIELD 5413165747 WI,$400.00,Travel/ Entertainment
3/1/24,3/1/24,AR BROOKFIELD 5413165747 WI,$400.00,Travel/ Entertainment
3/1/24,3/1/24,IL MITO 414-443-1414 WIAPPLE PAY ENDING IN 7049,$87.51,Restaurants
3/1/24,3/1/24,METCALFE MARKET TOSA WAUWATOSA WI,$68.97,Supermarkets
3/1/24,3/1/24,RUCKUS & GLEE 4143953201 WI,$31.64,Merchandise
3/1/24,3/1/24,SQ *JOY ICE CREAM SOCI WAUWATOSA WI0002305843019382410962,$17.14,Supermarkets
3/2/24,3/2/24,5-365 FOOD SERVICE TROY MI,$4.50,Restaurants
3/2/24,3/2/24,KETTLE RANGE MEAT COMPAN MILWAUKEE WI,$34.06,Supermarkets
3/2/24,3/2/24,PAYPAL *CROCS INC 402-935-7733 CA,$70.39,Merchandise
3/2/24,3/2/24,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,$104.00,Services
3/3/24,3/3/24,DIRECTSUPP* DIRECT SUP 8663184357 WI,$25.00,Services
3/3/24,3/3/24,SP NOURISH NATURAL P 4142310955 WI,$68.20,Merchandise
3/3/24,3/3/24,SQ *BIG WHITE YETI MILWAUKEE WI0002305843019394563326,$12.95,Supermarkets
3/3/24,3/3/24,SQ *PEDRO'S SOUTH AMER GLENDALE WI0002305843019394409223,$23.00,Restaurants
3/3/24,3/3/24,SQ *THE CURATED CARROT MILWAUKEE WI0002305843019394850574,$34.53,Merchandise
3/3/24,3/3/24,SQ *TOTS ON THE STREET MILWAUKEE WI0002305843019394363575,$19.55,Restaurants
3/4/24,3/4/24,GILLES FROZEN CUSTARD MILWAUKEE WI,$24.40,Restaurants
3/5/24,3/5/24,365 MARKET K 888 432-329 TROY MI,$3.56,Restaurants
3/5/24,3/5/24,5-365 FOOD SERVICE TROY MI,$2.48,Restaurants
3/5/24,3/5/24,MICROSOFT G040645606 REDMOND WA,$13.24,Merchandise
3/5/24,3/5/24,RIGHT AT SCHOOL 8552872466 IL,$154.00,Education
3/6/24,3/6/24,5-365 FOOD SERVICE TROY MI,$0.63,Restaurants
3/7/24,3/7/24,5-365 FOOD SERVICE TROY MI,$0.59,Restaurants
3/7/24,3/7/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
3/8/24,3/8/24,MILWAUKEE COUNTY TRANSIT 414-344-4550 WIAPPLE PAY ENDING IN 7049,$10.00,Travel/ Entertainment
3/8/24,3/8/24,SHOWTIX4U* WAWM RCS CO 7029898987 NV,$18.66,Services
3/9/24,3/9/24,LEGACY GYM MKE 262-989-6696 WI,$95.00,Travel/ Entertainment
3/9/24,3/9/24,METCALFE MARKET TOSA WAUWATOSA WI,$54.42,Supermarkets
3/9/24,3/9/24,NOODLES & CO 210 WAUWATOSA WI,$12.54,Restaurants
3/9/24,3/9/24,TRYOTTER* SAZS STATE H 8186725999 CA,$36.26,Merchandise
3/9/24,3/9/24,WALGREENS #4253 WAUWATOSA WI,$10.58,Merchandise
3/10/24,3/10/24,CULVERS BROOKFIELD 2 OLO 232-781-6610 WI,$25.48,Restaurants
3/10/24,3/10/24,"LOWE'S OF FRANKLIN, WI FRANKLIN WI",$18.62,Home Improvement
3/10/24,3/10/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 6300,$40.42,Supermarkets
3/11/24,3/11/24,PAYPAL *OLD NAVY 402-935-7733 CA,$12.14,Merchandise
3/12/24,3/12/24,LS BENTLEYS PET STUFF 4254028833 WI,$72.00,Merchandise
3/12/24,3/12/24,SQ *LOUP GOSQ.COM WI0001152921513767661874,$21.10,Restaurants
3/13/24,3/13/24,5-365 FOOD SERVICE TROY MI,$2.59,Restaurants
3/13/24,3/13/24,AMTRAK MOBILE 202-906-3000 DCAPPLE PAY ENDING IN 7049,$60.00,Travel/ Entertainment
3/13/24,3/13/24,CHICK-FIL-A #03252 2623730609 WI,$31.32,Restaurants
3/14/24,3/14/24,365 MARKET K 888 432-329 TROY MI,$1.00,Restaurants
3/14/24,3/14/24,5-365 FOOD SERVICE TROY MI,$1.04,Restaurants
3/14/24,3/14/24,88NINE RADIO MILWAUKEE 4148927928 WI,$15.00,Services
3/14/24,3/14/24,CHILDRENS MYCHART 414-2666262 WI,$47.07,Medical Services
3/14/24,3/14/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
3/15/24,3/15/24,COLECTIVO COFFEE ROAST 4142733747 WIAPPLE PAY ENDING IN 7049,$17.14,Supermarkets
3/15/24,3/15/24,LGC*DOORDASH GIFTCARD 3105661424 CAAPPLE PAY ENDING IN 7049,$150.00,Merchandise
3/15/24,3/15/24,METCALFE MARKET TOSA WAUWATOSA WI,$49.30,Supermarkets
3/15/24,3/15/24,PAYPAL *OLD NAVY 402-935-7733 CA,$47.68,Merchandise
3/16/24,3/16/24,5-365 FOOD SERVICE TROY MI,$3.00,Restaurants
3/16/24,3/16/24,TST* GOOD CITY BREWING 414-539-4343 WI00138383016568837922AA,$46.57,Restaurants
3/17/24,3/17/24,CORK N BARREL LLC WEST BEND WI,$50.00,Restaurants
3/17/24,3/17/24,MCDONALD'S F4568 WAUKESHA WI,$4.92,Restaurants
3/17/24,3/17/24,SQ *STONE CREEK COFFEE WAUWATOSA WI0002305843019474381653,$22.39,Restaurants
3/17/24,3/17/24,TST* BB'S ON NORTH WAUWATOSA WI,$58.73,Restaurants
3/18/24,3/19/24,GILLES FROZEN CUSTARD MILWAUKEE WI,$14.34,Restaurants
3/18/24,3/19/24,RIGHT AT SCHOOL 8552872466 IL,$77.00,Education
3/19/24,3/19/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,$10.51,Services
3/19/24,3/19/24,KETTLE RANGE MEAT COMPAN MILWAUKEE WI,$34.00,Supermarkets
3/19/24,3/19/24,SENDIK'S ELM GROVE ELM GROVE WIAPPLE PAY ENDING IN 6300,$32.11,Supermarkets
3/20/24,3/20/24,5-365 FOOD SERVICE TROY MI,$2.76,Restaurants
3/20/24,3/20/24,SQ *BLACK TWIG BAKERY WAUWATOSA WI0002305843019490344863,$12.77,Merchandise
3/20/24,3/20/24,TST* MISS MOLLYS CAFE 414-249-5665 WIAPPLE PAY ENDING IN 704900037390016664759877AA,$9.49,Restaurants
3/21/24,3/21/24,5-365 FOOD SERVICE TROY MI,$1.60,Restaurants
3/21/24,3/21/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
3/22/24,3/22/24,5-365 FOOD SERVICE TROY MI,$4.00,Restaurants
3/22/24,3/22/24,SPECTRUM 855-707-7328 MORC609494632,$71.99,Services
3/22/24,3/22/24,VSI*MKE CO PARKS WEB 414-257-5180 WIVSI*MKE CO PARKS WEB,$41.00,Government Services
3/23/24,3/23/24,BOSWELL BOOK COMPANY 414-332-1181 WI,$21.57,Merchandise
3/23/24,3/23/24,FRIENDS OF WEHR FRANKLIN WI,$46.28,Services
3/23/24,3/23/24,MARKEL PERSONAL LINES 800-236-2453 WI,$154.00,Services
3/23/24,3/23/24,METCALFE MARKET TOSA WAUWATOSA WI,$105.71,Supermarkets
3/24/24,3/24/24,PAYPAL *TRILLIUMHER 888-221-1161 CA,$57.37,Merchandise
3/25/24,3/25/24,GILLES FROZEN CUSTARD MILWAUKEE WI,$14.71,Restaurants
3/25/24,3/25/24,MED*FROEDTERT HEALTH I 800-803-8155 WI230056256,$36.42,Medical Services
3/25/24,3/25/24,PAYPAL *HULU 402-935-7733 CA,$8.62,Services
3/25/24,3/25/24,SQ *MILWAUKEE FARMERS GOSQ.COM WI0002305843019521102835,$24.50,Supermarkets
3/26/24,3/26/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,$10.51,Services
3/26/24,3/26/24,PAYMENT - THANK YOU,"-$5,000.00",Payments and Credits
3/26/24,3/26/24,PAYPAL *LALALANDREC 888-221-1161 CA,$21.73,Merchandise
3/26/24,3/26/24,PP*LOVE YOUR FACE SKINCA WAUWATOSA WI,$280.64,Services
3/27/24,3/27/24,365 MARKET K 888 432-329 TROY MI,$1.79,Restaurants
3/27/24,3/27/24,5-365 FOOD SERVICE TROY MI,$3.00,Restaurants
3/27/24,3/27/24,AT *FIELD MUSEUM CHICAGO IL,$53.00,Services
3/27/24,3/27/24,SQ *WOK N ROLL WAUWATOSA WI0002305843019534248736,$14.56,Restaurants
3/27/24,3/27/24,VENTRA MOBILE CHICAGO ILAPPLE PAY ENDING IN 7049,$10.00,Travel/ Entertainment
3/28/24,3/28/24,8CHICAGO FIELD MUSEUM CHICAGO IL,$27.56,Merchandise
3/28/24,3/28/24,ADIDAS 6579 CHICAGO CHICAGO IL,$190.72,Merchandise
3/28/24,3/28/24,"AMERICAN GIRL RETAIL, CHICAGO IL",$57.40,Merchandise
3/28/24,3/28/24,AUNTIE ANNES CHICAGO IL,$9.13,Restaurants
3/28/24,3/28/24,GARRETT BRANDS CHICAGO IL,$27.81,Merchandise
3/28/24,3/28/24,LEGO CHICAGO CHICAGO IL,$33.05,Merchandise
3/28/24,3/28/24,LYFE KITCHEN-CHICAGO CHICAGO IL,$42.28,Restaurants
3/28/24,3/28/24,MILTOWN EATS LLC 4144349799 WI,$50.00,Supermarkets
3/28/24,3/28/24,PAYPAL *AMERICANGIR 888-221-1161 CA,$34.95,Merchandise
3/28/24,3/28/24,QUARTINO ITALIAN WINE CHICAGO IL,$71.91,Restaurants
3/28/24,3/28/24,SALON MARIE LLC HALES CORNERSWI,$41.00,Services
3/28/24,3/28/24,SP NOURISH NATURAL P 4142310955 WIAPPLE PAY ENDING IN 7049,$20.10,Merchandise
3/28/24,3/28/24,SQ *JUICERX CHICAGO IL0002305843019538154387,$15.42,Supermarkets
3/28/24,3/28/24,TST* SWEET MANDY BS - CHICAGO IL00002864016809334026AA,$21.69,Restaurants
3/29/24,3/29/24,5-365 FOOD SERVICE TROY MI,$20.53,Restaurants
3/29/24,3/29/24,BEDAZZLED NAILS & SPA CHICAGO IL,$74.00,Services
3/29/24,3/29/24,CHICK-FIL-A CHICAGO UN CHICAGO IL,$21.77,Restaurants
3/29/24,3/29/24,TST* BROTHERS GYROS & PI HALES CORNERSWI,$19.36,Restaurants
3/30/24,3/30/24,COLECTIVO COFFEE ROAST WAUWATOSA WI03023P,$13.16,Restaurants
3/30/24,3/30/24,COURTYARD BY MARRIOTT CH CHICAGO IL,$474.71,Travel/ Entertainment
3/30/24,3/30/24,LS RUCKUS & GLEE 4143953201 WI,$66.93,Merchandise
3/30/24,3/30/24,SENDIK'S WAUWATOSA WAUWATOSA WI,$60.06,Supermarkets
3/30/24,3/30/24,SQ *ULTIMATE CONFECTIO WAUWATOSA WI0002305843019552039462,$32.45,Merchandise
3/30/24,3/30/24,TST* GOOD CITY BREWING 414-539-4343 WIAPPLE PAY ENDING IN 704900138383016829449534AA,$41.15,Restaurants
3/31/24,3/31/24,WHOLEFDS MLW 10197 MILWAUKEE WI,$26.80,Supermarkets
4/1/24,4/1/24,PY *KETTLE RANGE MEAT CO MILWAUKEE WI,$44.90,Supermarkets
4/1/24,4/1/24,RIGHT AT SCHOOL 8552872466 IL,$154.00,Education
4/2/24,4/2/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,$409.89,Services
4/2/24,4/2/24,TST* MISS MOLLYS CAFE MILWAUKEE WI00037390016898175269AA,$21.95,Restaurants
4/2/24,4/2/24,WAUWATOSA SCHOOL OF MUSI WAUWATOSA WI,$108.00,Services
4/3/24,4/3/24,APPLE.COM/US 800-676-2775 CAAPPLE PAY ENDING IN 7049711ED1C12E023C73,$83.66,Merchandise
4/3/24,4/3/24,BUCKATABON TAVERN WAUWATOSA WI,$81.34,Restaurants
4/4/24,4/4/24,MILTOWN EATS LLC 4144349799 WI,$56.48,Supermarkets
4/4/24,4/4/24,PP*LOVE YOUR FACE SKINCA WAUWATOSA WI,$315.00,Services
4/4/24,4/4/24,VSI*TOSAREC OFFICE WAUWATOSA WI,$39.00,Government Services
4/5/24,4/5/24,5-365 FOOD SERVICE TROY MI,$6.00,Restaurants
4/5/24,4/5/24,MICROSOFT#G043577303 MSBILL.INFO WA,$13.24,Merchandise
4/5/24,4/5/24,TST* BB'S ON NORTH WAUWATOSA WI,$80.72,Restaurants
4/5/24,4/5/24,TST* YO MAMA - WAUWATO WAUWATOSA WI00042815016952771806AA,$13.79,Restaurants
4/6/24,4/6/24,COLECTIVO COFFEE ROAST 4142733747 WIAPPLE PAY ENDING IN 7049,$26.89,Supermarkets
4/6/24,4/6/24,PANERA BREAD #606249 O 855-372-6372 WIAPPLE PAY ENDING IN 70491082362897,$32.35,Restaurants
4/6/24,4/6/24,PY *KETTLE RANGE MEAT CO MILWAUKEE WI,$25.00,Supermarkets
4/6/24,4/6/24,SALON MARIE LLC HALES CORNERSWI,$155.00,Services
4/6/24,4/6/24,SQ *HAPPY BUDDHA BOUTI MILWAUKEE WI0002305843019594836153,$65.10,Supermarkets
4/7/24,4/7/24,PAYPAL *CHEWY INC 402-935-7733 CA,$21.97,Merchandise
4/7/24,4/7/24,SENDIK'S WAUWATOSA WAUWATOSA WIAPPLE PAY ENDING IN 3896,$30.40,Supermarkets
4/8/24,4/8/24,CULVERS BROOKFIELD 2 OLO 232-781-6610 WI,$18.04,Restaurants
4/8/24,4/8/24,GILLES FROZEN CUSTARD MILWAUKEE WI,$23.25,Restaurants
4/8/24,4/8/24,VIP PHOTO - VIPIS.COM 262-375-4457 WI,$12.71,Services
4/9/24,4/9/24,5-365 FOOD SERVICE TROY MI,$1.76,Restaurants
4/9/24,4/9/24,CENTRAL BARK-BROOKFIELD 262-781-5554 WI,$10.51,Services
4/9/24,4/9/24,KETTLE RANGE MEAT COMPAN MILWAUKEE WI,$31.95,Supermarkets
4/9/24,4/9/24,LANDS END 800-332-4700 WI,$67.73,Merchandise
4/9/24,4/9/24,LEGACY GYM MKE 262-989-6696 WI,$95.00,Travel/ Entertainment
